Local time,Open,High,Low,Close,Volume
12.08.2021 23:00:00.000 GMT+0100,110.409,110.425,110.390,110.393,447
13.08.2021 00:00:00.000 GMT+0100,110.392,110.415,110.369,110.401,588.08
13.08.2021 01:00:00.000 GMT+0100,110.402,110.458,110.386,110.421,2673.03
13.08.2021 02:00:00.000 GMT+0100,110.420,110.424,110.369,110.422,2704.8601
13.08.2021 03:00:00.000 GMT+0100,110.422,110.425,110.380,110.393,1521.6
13.08.2021 04:00:00.000 GMT+0100,110.392,110.417,110.379,110.409,1005.42
13.08.2021 05:00:00.000 GMT+0100,110.408,110.418,110.398,110.409,966.59
13.08.2021 06:00:00.000 GMT+0100,110.409,110.413,110.390,110.404,1182.17
13.08.2021 07:00:00.000 GMT+0100,110.404,110.416,110.345,110.372,2472.01
13.08.2021 08:00:00.000 GMT+0100,110.373,110.373,110.246,110.291,4266.21
13.08.2021 09:00:00.000 GMT+0100,110.292,110.305,110.233,110.271,3290.75
13.08.2021 10:00:00.000 GMT+0100,110.272,110.331,110.271,110.299,2678.95
13.08.2021 11:00:00.000 GMT+0100,110.299,110.302,110.253,110.272,1840.84
13.08.2021 12:00:00.000 GMT+0100,110.272,110.273,110.201,110.236,3004.5801
13.08.2021 13:00:00.000 GMT+0100,110.234,110.243,110.182,110.195,3921.5901
13.08.2021 14:00:00.000 GMT+0100,110.195,110.201,110.095,110.107,4508.1499
13.08.2021 15:00:00.000 GMT+0100,110.106,110.106,109.851,109.866,7080.77
13.08.2021 16:00:00.000 GMT+0100,109.867,109.876,109.732,109.756,4166.52
13.08.2021 17:00:00.000 GMT+0100,109.755,109.775,109.645,109.672,2152.01
13.08.2021 18:00:00.000 GMT+0100,109.671,109.672,109.591,109.635,1510.24
13.08.2021 19:00:00.000 GMT+0100,109.634,109.634,109.583,109.584,1349.2
13.08.2021 20:00:00.000 GMT+0100,109.582,109.612,109.544,109.558,1054.8
13.08.2021 21:00:00.000 GMT+0100,109.559,109.610,109.556,109.562,1256.24
13.08.2021 22:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
13.08.2021 23:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 00:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 01:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 02:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 03:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 04:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 05:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 06:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 07:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 08:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 09:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 10:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 11:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 12:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 13:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 14:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 15:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 16:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 17:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 18:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 19:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 20:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 21:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 22:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
14.08.2021 23:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 00:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 01:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 02:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 03:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 04:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 05:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 06:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 07:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 08:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 09:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 10:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 11:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 12:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 13:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 14:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 15:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 16:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 17:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 18:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 19:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 20:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 21:00:00.000 GMT+0100,109.562,109.562,109.562,109.562,0
15.08.2021 22:00:00.000 GMT+0100,109.599,109.640,109.567,109.606,675.1
15.08.2021 23:00:00.000 GMT+0100,109.607,109.751,109.553,109.662,2766.77
16.08.2021 00:00:00.000 GMT+0100,109.661,109.662,109.601,109.627,1666.9399
16.08.2021 01:00:00.000 GMT+0100,109.627,109.627,109.440,109.499,6332.8701
16.08.2021 02:00:00.000 GMT+0100,109.498,109.530,109.404,109.441,3750.49
16.08.2021 03:00:00.000 GMT+0100,109.441,109.441,109.327,109.381,3351.05
16.08.2021 04:00:00.000 GMT+0100,109.381,109.401,109.346,109.379,2165.1201
16.08.2021 05:00:00.000 GMT+0100,109.380,109.442,109.375,109.435,1960.15
16.08.2021 06:00:00.000 GMT+0100,109.435,109.452,109.408,109.423,1570.4
16.08.2021 07:00:00.000 GMT+0100,109.421,109.432,109.344,109.350,4540.27
16.08.2021 08:00:00.000 GMT+0100,109.350,109.423,109.296,109.411,6300.2402
16.08.2021 09:00:00.000 GMT+0100,109.412,109.453,109.303,109.313,4051.75
16.08.2021 10:00:00.000 GMT+0100,109.314,109.427,109.304,109.338,3499.96
16.08.2021 11:00:00.000 GMT+0100,109.338,109.352,109.256,109.324,4455.6499
16.08.2021 12:00:00.000 GMT+0100,109.330,109.427,109.321,109.385,3401.1201
16.08.2021 13:00:00.000 GMT+0100,109.385,109.438,109.269,109.312,6347.8901
16.08.2021 14:00:00.000 GMT+0100,109.311,109.327,109.113,109.172,6677.6201
16.08.2021 15:00:00.000 GMT+0100,109.171,109.291,109.119,109.137,6249.6699
16.08.2021 16:00:00.000 GMT+0100,109.139,109.281,109.136,109.268,3151.0601
16.08.2021 17:00:00.000 GMT+0100,109.266,109.277,109.227,109.239,1208.16
16.08.2021 18:00:00.000 GMT+0100,109.239,109.246,109.209,109.221,764.29
16.08.2021 19:00:00.000 GMT+0100,109.221,109.257,109.198,109.236,768.68
16.08.2021 20:00:00.000 GMT+0100,109.234,109.255,109.225,109.233,1022.72
16.08.2021 21:00:00.000 GMT+0100,109.235,109.269,109.229,109.229,753.9
16.08.2021 22:00:00.000 GMT+0100,109.259,109.297,109.251,109.267,1464.1899
16.08.2021 23:00:00.000 GMT+0100,109.265,109.269,109.228,109.256,486.73
17.08.2021 00:00:00.000 GMT+0100,109.257,109.329,109.228,109.300,1386.5
17.08.2021 01:00:00.000 GMT+0100,109.299,109.317,109.220,109.237,3292.98
17.08.2021 02:00:00.000 GMT+0100,109.236,109.279,109.201,109.229,2473.78
17.08.2021 03:00:00.000 GMT+0100,109.228,109.339,109.206,109.270,2515.77
17.08.2021 04:00:00.000 GMT+0100,109.270,109.326,109.265,109.302,2321.9199
17.08.2021 05:00:00.000 GMT+0100,109.302,109.353,109.302,109.341,1481.05
17.08.2021 06:00:00.000 GMT+0100,109.342,109.343,109.287,109.341,1879.5
17.08.2021 07:00:00.000 GMT+0100,109.341,109.345,109.242,109.291,4923.8799
17.08.2021 08:00:00.000 GMT+0100,109.290,109.368,109.116,109.326,6265.6001
17.08.2021 09:00:00.000 GMT+0100,109.324,109.429,109.284,109.304,5550.3301
17.08.2021 10:00:00.000 GMT+0100,109.304,109.353,109.289,109.307,2882.6599
17.08.2021 11:00:00.000 GMT+0100,109.310,109.327,109.254,109.283,3503.8899
17.08.2021 12:00:00.000 GMT+0100,109.284,109.305,109.207,109.295,3055.99
17.08.2021 13:00:00.000 GMT+0100,109.295,109.557,109.172,109.531,10023.1396
17.08.2021 14:00:00.000 GMT+0100,109.530,109.565,109.411,109.436,8133.2598
17.08.2021 15:00:00.000 GMT+0100,109.436,109.630,109.425,109.593,5545.25
17.08.2021 16:00:00.000 GMT+0100,109.593,109.654,109.571,109.605,3735.9199
17.08.2021 17:00:00.000 GMT+0100,109.606,109.606,109.532,109.545,1496.5601
17.08.2021 18:00:00.000 GMT+0100,109.543,109.557,109.505,109.526,1441.12
17.08.2021 19:00:00.000 GMT+0100,109.525,109.579,109.525,109.560,1184.97
17.08.2021 20:00:00.000 GMT+0100,109.560,109.602,109.559,109.583,1031.3
17.08.2021 21:00:00.000 GMT+0100,109.582,109.610,109.571,109.573,890.79
17.08.2021 22:00:00.000 GMT+0100,109.547,109.598,109.509,109.570,4188.25
17.08.2021 23:00:00.000 GMT+0100,109.567,109.607,109.567,109.592,1460.17
18.08.2021 00:00:00.000 GMT+0100,109.592,109.614,109.537,109.538,1093.6899
18.08.2021 01:00:00.000 GMT+0100,109.537,109.591,109.509,109.513,4359.6899
18.08.2021 02:00:00.000 GMT+0100,109.514,109.551,109.478,109.500,3824.27
18.08.2021 03:00:00.000 GMT+0100,109.501,109.576,109.489,109.564,3558.22
18.08.2021 04:00:00.000 GMT+0100,109.564,109.647,109.548,109.641,1828.47
18.08.2021 05:00:00.000 GMT+0100,109.642,109.684,109.608,109.617,2044.24
18.08.2021 06:00:00.000 GMT+0100,109.616,109.654,109.603,109.605,1342.26
18.08.2021 07:00:00.000 GMT+0100,109.604,109.635,109.561,109.603,2886.8201
18.08.2021 08:00:00.000 GMT+0100,109.603,109.618,109.536,109.614,4131.8198
18.08.2021 09:00:00.000 GMT+0100,109.612,109.671,109.579,109.625,3775.04
18.08.2021 10:00:00.000 GMT+0100,109.623,109.665,109.606,109.661,2613.0601
18.08.2021 11:00:00.000 GMT+0100,109.659,109.752,109.631,109.745,2495.0801
18.08.2021 12:00:00.000 GMT+0100,109.746,109.817,109.743,109.744,3489.74
18.08.2021 13:00:00.000 GMT+0100,109.743,109.878,109.716,109.865,5775.5601
18.08.2021 14:00:00.000 GMT+0100,109.866,109.874,109.776,109.797,5570.5298
18.08.2021 15:00:00.000 GMT+0100,109.797,109.897,109.775,109.884,5136.3101
18.08.2021 16:00:00.000 GMT+0100,109.884,109.946,109.876,109.920,3250.95
18.08.2021 17:00:00.000 GMT+0100,109.919,109.999,109.919,109.981,2802.1599
18.08.2021 18:00:00.000 GMT+0100,109.983,110.050,109.955,110.034,2023.02
18.08.2021 19:00:00.000 GMT+0100,110.035,110.064,109.788,109.886,7871.8101
18.08.2021 20:00:00.000 GMT+0100,109.885,109.897,109.767,109.772,1854.34
18.08.2021 21:00:00.000 GMT+0100,109.774,109.807,109.752,109.763,1153.28
18.08.2021 22:00:00.000 GMT+0100,109.763,109.821,109.727,109.780,1515.97
18.08.2021 23:00:00.000 GMT+0100,109.777,109.814,109.774,109.800,1178.9301
19.08.2021 00:00:00.000 GMT+0100,109.799,109.847,109.783,109.840,1303.59
19.08.2021 01:00:00.000 GMT+0100,109.840,109.995,109.836,109.982,4628.8901
19.08.2021 02:00:00.000 GMT+0100,109.982,110.118,109.962,110.108,4347.2202
19.08.2021 03:00:00.000 GMT+0100,110.107,110.191,110.066,110.150,4915.4502
19.08.2021 04:00:00.000 GMT+0100,110.149,110.228,110.144,110.169,3373.3101
19.08.2021 05:00:00.000 GMT+0100,110.169,110.186,110.142,110.171,1971.9399
19.08.2021 06:00:00.000 GMT+0100,110.171,110.198,110.120,110.134,3849.52
19.08.2021 07:00:00.000 GMT+0100,110.134,110.154,109.923,109.929,7776.6802
19.08.2021 08:00:00.000 GMT+0100,109.930,109.940,109.745,109.790,11063.1699
19.08.2021 09:00:00.000 GMT+0100,109.790,109.792,109.495,109.603,7987.6602
19.08.2021 10:00:00.000 GMT+0100,109.603,109.688,109.483,109.659,6441.96
19.08.2021 11:00:00.000 GMT+0100,109.659,109.744,109.632,109.659,4503.48
19.08.2021 12:00:00.000 GMT+0100,109.658,109.683,109.545,109.572,3942.48
19.08.2021 13:00:00.000 GMT+0100,109.571,109.767,109.513,109.683,6479.3901
19.08.2021 14:00:00.000 GMT+0100,109.683,109.833,109.664,109.727,8017.04
19.08.2021 15:00:00.000 GMT+0100,109.730,109.837,109.657,109.720,7447.1499
19.08.2021 16:00:00.000 GMT+0100,109.721,109.766,109.703,109.748,4604.5298
19.08.2021 17:00:00.000 GMT+0100,109.748,109.803,109.748,109.777,1776.61
19.08.2021 18:00:00.000 GMT+0100,109.777,109.831,109.758,109.783,1628.59
19.08.2021 19:00:00.000 GMT+0100,109.783,109.819,109.769,109.788,1319.1801
19.08.2021 20:00:00.000 GMT+0100,109.789,109.819,109.777,109.784,1149.05
19.08.2021 21:00:00.000 GMT+0100,109.785,109.794,109.722,109.722,739.28
19.08.2021 22:00:00.000 GMT+0100,109.722,109.784,109.710,109.749,3582.03
19.08.2021 23:00:00.000 GMT+0100,109.757,109.774,109.740,109.756,919.92
20.08.2021 00:00:00.000 GMT+0100,109.757,109.783,109.748,109.769,927.64
20.08.2021 01:00:00.000 GMT+0100,109.769,109.885,109.769,109.843,4404.3198
20.08.2021 02:00:00.000 GMT+0100,109.844,109.846,109.630,109.698,5268.6802
20.08.2021 03:00:00.000 GMT+0100,109.698,109.754,109.687,109.711,3363.6201
20.08.2021 04:00:00.000 GMT+0100,109.712,109.773,109.703,109.751,2387
20.08.2021 05:00:00.000 GMT+0100,109.755,109.764,109.706,109.746,1658.14
20.08.2021 06:00:00.000 GMT+0100,109.746,109.747,109.621,109.693,3235.5801
20.08.2021 07:00:00.000 GMT+0100,109.693,109.741,109.612,109.662,4654.6099
20.08.2021 08:00:00.000 GMT+0100,109.662,109.713,109.569,109.614,7538.3599
20.08.2021 09:00:00.000 GMT+0100,109.616,109.712,109.595,109.679,4622.4702
20.08.2021 10:00:00.000 GMT+0100,109.680,109.692,109.622,109.644,3582.54
20.08.2021 11:00:00.000 GMT+0100,109.646,109.647,109.586,109.628,2945.4099
20.08.2021 12:00:00.000 GMT+0100,109.626,109.750,109.604,109.694,3103.51
20.08.2021 13:00:00.000 GMT+0100,109.697,109.777,109.653,109.777,3502.6399
20.08.2021 14:00:00.000 GMT+0100,109.775,109.866,109.731,109.827,6837.4502
20.08.2021 15:00:00.000 GMT+0100,109.826,109.878,109.787,109.802,5631.3999
20.08.2021 16:00:00.000 GMT+0100,109.802,109.838,109.759,109.766,2863.5801
20.08.2021 17:00:00.000 GMT+0100,109.768,109.820,109.748,109.811,1206.63
20.08.2021 18:00:00.000 GMT+0100,109.812,109.849,109.806,109.828,849.93
20.08.2021 19:00:00.000 GMT+0100,109.829,109.845,109.802,109.807,746.16
20.08.2021 20:00:00.000 GMT+0100,109.806,109.821,109.780,109.780,651.55
20.08.2021 21:00:00.000 GMT+0100,109.779,109.804,109.700,109.700,1638.03
20.08.2021 22:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
20.08.2021 23:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 00:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 01:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 02:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 03:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 04:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 05:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 06:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 07:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 08:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 09:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 10:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 11:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 12:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 13:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 14:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 15:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 16:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 17:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 18:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 19:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 20:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 21:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 22:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
21.08.2021 23:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 00:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 01:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 02:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 03:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 04:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 05:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 06:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 07:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 08:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 09:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 10:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 11:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 12:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 13:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 14:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 15:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 16:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 17:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 18:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 19:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 20:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 21:00:00.000 GMT+0100,109.700,109.700,109.700,109.700,0
22.08.2021 22:00:00.000 GMT+0100,109.730,109.740,109.659,109.710,62.03
22.08.2021 23:00:00.000 GMT+0100,109.733,109.852,109.725,109.840,3771.49
23.08.2021 00:00:00.000 GMT+0100,109.838,109.881,109.827,109.840,946.51
23.08.2021 01:00:00.000 GMT+0100,109.841,109.932,109.833,109.866,4747.6899
23.08.2021 02:00:00.000 GMT+0100,109.866,109.882,109.817,109.849,3768.27
23.08.2021 03:00:00.000 GMT+0100,109.848,109.861,109.815,109.816,2214.9099
23.08.2021 04:00:00.000 GMT+0100,109.816,109.872,109.807,109.866,1998.23
23.08.2021 05:00:00.000 GMT+0100,109.867,109.886,109.848,109.862,1239.36
23.08.2021 06:00:00.000 GMT+0100,109.861,109.951,109.845,109.948,2105.1899
23.08.2021 07:00:00.000 GMT+0100,109.947,109.984,109.910,109.939,3866.24
23.08.2021 08:00:00.000 GMT+0100,109.939,109.989,109.838,109.901,6748.1602
23.08.2021 09:00:00.000 GMT+0100,109.899,109.985,109.895,109.932,4715.04
23.08.2021 10:00:00.000 GMT+0100,109.933,110.098,109.933,110.045,4066.3999
23.08.2021 11:00:00.000 GMT+0100,110.045,110.096,110.016,110.065,2978.3301
23.08.2021 12:00:00.000 GMT+0100,110.065,110.146,110.054,110.130,3153.8401
23.08.2021 13:00:00.000 GMT+0100,110.129,110.139,110.029,110.039,4057.4399
23.08.2021 14:00:00.000 GMT+0100,110.039,110.039,109.739,109.845,8889.3701
23.08.2021 15:00:00.000 GMT+0100,109.846,109.887,109.720,109.741,5851.3301
23.08.2021 16:00:00.000 GMT+0100,109.742,109.842,109.729,109.782,2944.48
23.08.2021 17:00:00.000 GMT+0100,109.783,109.809,109.770,109.772,1772.72
23.08.2021 18:00:00.000 GMT+0100,109.772,109.772,109.733,109.735,1960.24
23.08.2021 19:00:00.000 GMT+0100,109.735,109.739,109.684,109.686,1366.88
23.08.2021 20:00:00.000 GMT+0100,109.685,109.695,109.653,109.667,1145.36
23.08.2021 21:00:00.000 GMT+0100,109.669,109.716,109.661,109.694,1422.0601
23.08.2021 22:00:00.000 GMT+0100,109.691,109.705,109.649,109.673,12478.1797
23.08.2021 23:00:00.000 GMT+0100,109.673,109.714,109.663,109.702,1118.0699
24.08.2021 00:00:00.000 GMT+0100,109.701,109.706,109.668,109.676,926.19
24.08.2021 01:00:00.000 GMT+0100,109.676,109.765,109.640,109.760,2935.9199
24.08.2021 02:00:00.000 GMT+0100,109.760,109.776,109.700,109.741,2413.6201
24.08.2021 03:00:00.000 GMT+0100,109.740,109.767,109.706,109.730,1804.3101
24.08.2021 04:00:00.000 GMT+0100,109.728,109.763,109.723,109.760,788.9
24.08.2021 05:00:00.000 GMT+0100,109.758,109.788,109.744,109.770,950.28
24.08.2021 06:00:00.000 GMT+0100,109.770,109.838,109.770,109.825,1749.26
24.08.2021 07:00:00.000 GMT+0100,109.825,109.881,109.770,109.876,3616.6899
24.08.2021 08:00:00.000 GMT+0100,109.877,109.877,109.727,109.770,5527.1602
24.08.2021 09:00:00.000 GMT+0100,109.771,109.797,109.708,109.794,4019.4299
24.08.2021 10:00:00.000 GMT+0100,109.793,109.793,109.647,109.697,3088.7
24.08.2021 11:00:00.000 GMT+0100,109.698,109.751,109.692,109.714,2271.04
24.08.2021 12:00:00.000 GMT+0100,109.713,109.716,109.652,109.700,2566.9099
24.08.2021 13:00:00.000 GMT+0100,109.699,109.721,109.511,109.530,5300.6299
24.08.2021 14:00:00.000 GMT+0100,109.530,109.750,109.412,109.624,10475.5498
24.08.2021 15:00:00.000 GMT+0100,109.623,109.693,109.509,109.684,6669.5298
24.08.2021 16:00:00.000 GMT+0100,109.686,109.708,109.647,109.685,3481.99
24.08.2021 17:00:00.000 GMT+0100,109.684,109.738,109.683,109.703,1633.66
24.08.2021 18:00:00.000 GMT+0100,109.703,109.710,109.646,109.691,2242.3601
24.08.2021 19:00:00.000 GMT+0100,109.692,109.703,109.660,109.691,1664.6899
24.08.2021 20:00:00.000 GMT+0100,109.691,109.694,109.640,109.654,1328.49
24.08.2021 21:00:00.000 GMT+0100,109.655,109.700,109.644,109.644,896.57
24.08.2021 22:00:00.000 GMT+0100,109.645,109.697,109.582,109.634,4527.6899
24.08.2021 23:00:00.000 GMT+0100,109.638,109.699,109.638,109.685,826.9
25.08.2021 00:00:00.000 GMT+0100,109.683,109.731,109.679,109.730,1002.24
25.08.2021 01:00:00.000 GMT+0100,109.727,109.844,109.723,109.818,4232.9102
25.08.2021 02:00:00.000 GMT+0100,109.820,109.866,109.778,109.841,2220.55
25.08.2021 03:00:00.000 GMT+0100,109.841,109.854,109.783,109.794,2543.4199
25.08.2021 04:00:00.000 GMT+0100,109.795,109.820,109.758,109.775,2036.24
25.08.2021 05:00:00.000 GMT+0100,109.774,109.792,109.742,109.748,1779.16
25.08.2021 06:00:00.000 GMT+0100,109.749,109.760,109.690,109.708,1487.41
25.08.2021 07:00:00.000 GMT+0100,109.709,109.786,109.684,109.778,3070.8201
25.08.2021 08:00:00.000 GMT+0100,109.777,109.825,109.718,109.747,5054.6499
25.08.2021 09:00:00.000 GMT+0100,109.747,109.840,109.731,109.743,5694.4102
25.08.2021 10:00:00.000 GMT+0100,109.743,109.813,109.742,109.805,2936.23
25.08.2021 11:00:00.000 GMT+0100,109.806,109.847,109.778,109.827,2660.1899
25.08.2021 12:00:00.000 GMT+0100,109.829,109.940,109.827,109.887,4561.3799
25.08.2021 13:00:00.000 GMT+0100,109.886,109.994,109.869,109.982,7450.1899
25.08.2021 14:00:00.000 GMT+0100,109.985,110.049,109.886,109.980,7413.2402
25.08.2021 15:00:00.000 GMT+0100,109.979,110.103,109.936,110.093,7639.0898
25.08.2021 16:00:00.000 GMT+0100,110.094,110.094,110.019,110.038,4131.5801
25.08.2021 17:00:00.000 GMT+0100,110.038,110.055,110.007,110.050,1618.64
25.08.2021 18:00:00.000 GMT+0100,110.052,110.124,110.043,110.073,1962.1801
25.08.2021 19:00:00.000 GMT+0100,110.074,110.074,109.967,109.985,2078.0901
25.08.2021 20:00:00.000 GMT+0100,109.985,110.039,109.970,109.986,1185.28
25.08.2021 21:00:00.000 GMT+0100,109.987,110.024,109.968,110.024,652.88
25.08.2021 22:00:00.000 GMT+0100,109.945,110.028,109.945,110.003,10847.04
25.08.2021 23:00:00.000 GMT+0100,110.003,110.048,109.984,110.003,884.13
26.08.2021 00:00:00.000 GMT+0100,110.005,110.026,109.975,109.978,637.96
26.08.2021 01:00:00.000 GMT+0100,109.978,110.061,109.965,110.045,2795.0801
26.08.2021 02:00:00.000 GMT+0100,110.046,110.114,109.986,110.029,3326.5901
26.08.2021 03:00:00.000 GMT+0100,110.029,110.029,109.970,109.989,2227.9099
26.08.2021 04:00:00.000 GMT+0100,109.990,110.002,109.926,109.933,2050.6101
26.08.2021 05:00:00.000 GMT+0100,109.933,109.990,109.932,109.990,1167.6899
26.08.2021 06:00:00.000 GMT+0100,109.988,110.002,109.953,109.995,1437.17
26.08.2021 07:00:00.000 GMT+0100,109.995,110.158,109.974,110.142,4367.9302
26.08.2021 08:00:00.000 GMT+0100,110.143,110.224,110.090,110.162,5832.52
26.08.2021 09:00:00.000 GMT+0100,110.162,110.226,110.161,110.181,4267.8701
26.08.2021 10:00:00.000 GMT+0100,110.181,110.193,110.105,110.142,3048.6599
26.08.2021 11:00:00.000 GMT+0100,110.142,110.160,110.046,110.093,2413.02
26.08.2021 12:00:00.000 GMT+0100,110.092,110.121,110.020,110.114,3380.1499
26.08.2021 13:00:00.000 GMT+0100,110.113,110.197,109.971,110.132,8310.7305
26.08.2021 14:00:00.000 GMT+0100,110.131,110.229,110.107,110.168,8778.0703
26.08.2021 15:00:00.000 GMT+0100,110.172,110.200,110.046,110.049,8061.8599
